id,brand,model,model_year,milage,fuel_type,engine,transmission,price
847,Land,Rover Range Rover Velar R-Dynamic S,2020,222,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,165000
848,Audi,Q5 S line Premium Plus,2022,10120,Hybrid,2.0 Liter TFSI,Automatic,24980
849,BMW,M6 Base,2016,27965,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,67900
850,BMW,,2013,56837,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,11000
851,Mercedes-Benz,E-Class E 350,2014,74500,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,11900
852,Pontiac,Firebird Base,2001,63000,Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,5700
853,Ford,Explorer XLT,2015,163500,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,24900
854,Porsche,911 Carrera Cabriolet,2010,124838,Gasoline,300.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,13999
855,Mercedes-Benz,S-Class S500,2005,104000,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,10900
856,Audi,SQ5 3.0T Prestige,2020,23823,Gasoline,3.0L V6 24V GDI DOHC Turbo,,39995
857,Land,Rover Discovery S,2018,57000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,37300
858,Porsche,911 Turbo,2021,13554,,4.0L H6 24V GDI DOHC,7-Speed Automatic with Auto-Shift,210000
859,BMW,M4 Base,2020,22000,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,44999
860,,Mustang GT Premium,2019,74595,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,34580
861,Ford,Excursion XLS,2006,152000,Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,5-Speed A/T,9995
862,,Ram 1500 ST,2007,,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,12900
863,Tesla,Model X Performance,,3552,,778.0HP Electric Motor Electric Fuel System,1-Speed A/T,44900
864,GMC,,2014,194500,,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,21000
865,Subaru,Outback 2.5i Limited,2017,84351,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,20784
866,,Tundra SR5,2014,111000,Gasoline,310.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,19500
867,Lincoln,MKC Reserve,2016,95070,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,14500
868,Mercedes-Benz,GL-Class GL 550,2011,86121,,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,24500
869,,ES 350 Base,2010,95570,Gasoline,272.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,17000
870,,F-150 XLT,2020,69423,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,32500
871,Toyota,,2005,,,282.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,8500
872,,Sequoia Limited,2008,158000,,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,10995
873,MINI,Hardtop Cooper S,2020,37161,Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,67800
874,Chevrolet,Camaro 2SS,2018,78000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,50500
875,Porsche,911 GT3,,9712,Gasoline,4.0L H6 24V GDI DOHC,7-Speed Automatic with Auto-Shift,314900
876,Ford,,2018,44460,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,26000
877,Ford,Explorer XLT,2016,169000,,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,19600
878,Cadillac,Escalade ESV Platinum,2021,10500,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,46900
879,Lexus,IS 250 Base,2008,131100,Gasoline,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,8500
880,Lexus,,,24915,Gasoline,3.5 Liter DOHC,Automatic,38998
881,Dodge,Charger R/T Scat Pack,2019,55000,Gasoline,485.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,26000
882,Ford,Mustang GT Premium,2015,52675,,435.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,28000
883,Lincoln,MKS EcoBoost,2015,,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,10200
884,,AMG C 43 Base 4MATIC,2018,41500,,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,41500
885,Ford,,2017,169000,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,28000
886,BMW,M440 i xDrive,2023,12000,Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,75499
887,Chevrolet,Camaro LT1,2019,74000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,29995
888,Mercedes-Benz,E-Class E 550,2014,53500,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,19600
889,Porsche,Boxster S,2008,52000,Gasoline,332.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,37500
890,,,2011,90000,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,12000
891,BMW,750 i xDrive,2017,85500,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,34000
892,Kia,Sportage Nightfall,2021,26468,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,25695
893,Subaru,Forester 2.5 XT,2014,57800,Gasoline,170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,14000
894,BMW,M8 Competition,,5182,Gasoline,617.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,75500
895,,Forester Base,2013,82000,,260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,12300
896,,Tucson Limited,2022,16754,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic with Auto-Shift,48219
897,Dodge,,2006,256000,Gasoline,4.7L 8 Cylinder Engine Gasoline Fuel,A/T,7750
898,Audi,Q7 3.0T Prestige,2017,75000,Gasoline,335.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,29500
899,,E-Class E 350,2017,38200,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,29000
900,Audi,RS 7 4.0T quattro,2021,12897,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,41599
901,Toyota,,2022,29322,Gasoline,5.7L V8 32V MPFI DOHC,6-Speed Automatic,43900
902,Rivian,R1S Adventure Package,2023,8400,,,1-Speed A/T,93000
903,Mazda,Mazda6 Grand Touring,2022,28262,Gasoline,2.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,45498
904,Chevrolet,Monte Carlo SS,2006,75000,Gasoline,303.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,13500
905,BMW,M3 Base,2016,58000,,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,44900
906,Porsche,718 Cayman GT4,2015,82300,,350.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,30750
907,,GLS 450 Base 4MATIC,2022,41545,Hybrid,3.0 Liter DOHC Twin Turbo,Automatic,46850
908,,,2016,63250,Gasoline,450.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,43000
909,BMW,M760 i xDrive,2021,16307,,601.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,75000
910,Porsche,911 Carrera 4S,2010,60000,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,56000
911,McLaren,570S Spider,2021,7100,Gasoline,562.0HP 3.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,69900
912,Mazda,Mazda6 Signature,2021,35550,Gasoline,2.5L I4 16V GDI DOHC,,26599
913,Toyota,Camry LE,1999,134000,Gasoline,133.0HP 2.2L 4 Cylinder Engine Gasoline Fuel,A/T,9500
914,Mercedes-Benz,AMG GLE 43 Coupe 4MATIC,2019,57000,Gasoline,385.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,27500
915,Ford,,2016,92000,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,22000
916,Pontiac,Firebird Trans Am,1997,231581,Gasoline,310.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,3550
917,Lexus,RX 350 F Sport Performance,,30455,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,46599
918,,,2018,37000,Gasoline,405.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,41000
919,,,2019,5483,Gasoline,450.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,56900
920,Mazda,,1999,70000,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,13500
921,Subaru,Impreza WRX,2010,16478,Gasoline,224.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,127899
922,RAM,1500 Classic SLT,,30951,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,42816
923,BMW,M6 Base,2014,120000,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,36880
924,Chevrolet,Suburban LTZ,2016,135484,Gasoline,5.3L V8 16V GDI OHV,6-Speed Electronically Controlled Automatic with O,31900
925,Audi,SQ5 3.0T Premium Plus,2018,28500,Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,72000
926,Volvo,XC90 T6 Momentum,2020,36812,Gasoline,2.0L I4 16V GDI DOHC,8-Speed Automatic,45855
927,Audi,S8 4.0T quattro,2023,4457,,4.0L V8 32V GDI DOHC Twin Turbo,Automatic,88900
928,Ford,,2018,52500,,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,36995
929,,Rover Range Rover Sport P400 SE Dynamic,2023,4348,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,87000
930,Chevrolet,Equinox LT,2016,100600,Gasoline,264.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,18995
931,Ford,,2019,87004,,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,F,18700
932,Ford,F-150 Platinum,2016,105000,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,16000
933,Toyota,,2019,43875,Gasoline,2.0L I4 16V MPFI DOHC,CVT-F,21999
934,Audi,,2012,118500,Gasoline,,Transmission w/Dual Shift Mode,15000
935,,,2020,59678,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Automatic,37999
936,Lincoln,Town Car Base,2006,166200,Gasoline,239.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,6500
937,Ford,F-150 Lariat,2017,75000,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,26000
938,Lexus,Commander Sport,2005,118500,E85 Flex Fuel,235.0HP 4.7L 8 Cylinder Engine Flex Fuel Capability,A/T,11900
939,Nissan,Altima 2.5 S,2016,110450,Gasoline,182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,8500
940,Land,Rover LR4 HSE LUX Landmark Edition,2005,141000,Gasoline,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,11500
941,RAM,3500 Laramie,2021,18515,Diesel,6.7L I6 24V DDI OHV Turbo Diesel,6-Speed Automatic,47214
942,,,2007,93000,Gasoline,,A/T,6250
943,Chevrolet,Camaro 2SS,2021,14000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,33490
944,Jeep,Gladiator Sport,2019,38383,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,29000
945,,,2012,25717,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,,25500
946,Ford,,2022,11459,Gasoline,,10-Speed A/T,67900
947,Chevrolet,Silverado 1500 LT Trail Boss,2022,48641,Gasoline,5.3L V8 16V GDI OHV,10-Speed Automatic,43666
948,Ford,F-150 FX4,2016,60000,Gasoline,411.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,26600
949,Mazda,CX-9 Grand Touring,2014,96680,Gasoline,273.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,15900
950,BMW,550 Gran Turismo i,2014,54000,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,24700
951,Honda,,2011,98000,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,20995
952,Mercedes-Benz,E-Class E 350 4MATIC,2012,269885,,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,4000
953,BMW,650 Gran Coupe i xDrive,2014,76474,,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,28000
954,Mercedes-Benz,E-Class E 350 4MATIC,2014,67280,,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,25000
955,Mercedes-Benz,AMG GT 53 Base,,8583,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,9-Speed Automatic,45500
956,Cadillac,Escalade Sport Platinum,2021,51890,Diesel,3.0L I6 24V DDI DOHC Turbo Diesel,10-Speed Automatic,49883
957,,1500 Big Horn,2020,23195,Gasoline,5.7L V8 16V MPFI OHV,,31750
958,Porsche,Taycan Base,2022,1750,,482.0HP Electric Motor Electric Fuel System,A/T,69950
959,Nissan,Murano SL,2005,187450,Gasoline,240.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,19500
960,Ford,Mustang V6 Premium,2013,61454,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,37900
961,Chevrolet,Suburban LT,2016,102000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,28900
962,Maserati,Ghibli Base,2015,29500,Gasoline,345.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,35500
963,Jeep,Gladiator Overland,2021,17500,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,69790
964,Ford,F-350 King Ranch,2020,52100,Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,67000
965,Mazda,Mazda6 i Touring,2016,81500,Gasoline,155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,19950
966,Chevrolet,Suburban LT,2018,81000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,40500
967,,,2019,6785,Gasoline,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,179900
968,Porsche,Macan Base,2018,82300,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,32000
969,,Model Y Long Range,2023,45000,,425.0HP Electric Motor Electric Fuel System,A/T,47000
970,,M4 Base,2019,40000,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,31900
971,,Santa Cruz 2.5T Limited,2022,22829,Gasoline,,Automatic,39985
972,Nissan,GT-R Premium,2009,14684,Gasoline,485.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,185500
973,,M8 Gran Coupe Competition,2023,,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,98900
974,,RX 350 RX 350 F SPORT Handling,2022,3077,Gasoline,3.5 Liter,Automatic,49998
975,Ford,,2008,162000,E85 Flex Fuel,255.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,A/T,10500
976,Land,Rover LR4 HSE LUX Landmark Edition,2015,79995,,375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,30990
977,Hyundai,Genesis Coupe 2.0T R-Spec,2017,66000,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,24700
978,Ford,Focus RS Base,2016,120000,Gasoline,350.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,19800
979,Porsche,Cayenne GTS Coupe AWD,2022,22500,Gasoline,453.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,54599
980,Lexus,GX 460 Base,2018,51300,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,24999
981,Acura,MDX 3.5L w/Technology Package,2019,26609,Gasoline,3.5 Liter,Automatic,36998
982,,R1S Adventure Package,2021,28200,,835.0HP Electric Motor Electric Fuel System,A/T,29600
983,Ford,Bronco Outer Banks Advanced,2023,11806,,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,34000
984,Ford,Mustang V6 Premium,2017,112630,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,6699
985,,Sportage LX,2010,86111,Gasoline,173.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,A/T,14500
986,Chevrolet,Silverado 1500 LT Trail Boss,2020,48641,Gasoline,5.3L V8 16V GDI OHV,10-Speed Automatic,59203
987,,Land Cruiser Base,2002,120000,Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,12500
988,Porsche,911 Carrera,2014,29000,Gasoline,350.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,56000
989,Ford,,2018,63750,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,28500
990,Mercedes-Benz,GLS 450 Base 4MATIC,2016,49643,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,31300
991,Ford,Expedition Limited,2021,29830,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,,45423
992,,,2013,102260,Gasoline,,A/T,19995
993,Toyota,Sequoia SR5,2018,58000,E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,38500
994,Toyota,Highlander XLE,2018,70780,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,28600
995,Porsche,Panamera 4,,66500,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,5000
996,,,2011,35322,,3.0L H6 24V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,77897
997,Mazda,Mazda3 i Touring,2016,81648,Gasoline,2.5L I4 16V GDI DOHC,8-Speed Automatic,15599
998,Ford,Expedition EL XLT,,23700,,310.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,A/T,220000
999,Ford,Mustang GT Premium,2020,31600,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,45770
